userId_score
2423413614,431940,8008-5
520608366,421687,8008-5
823795952,415609,8008-5
3609916624,365260,8008-5
2850446640,363363,8008-5
2428036766,355086,8008-5
2345163998,349449,8008-5
3911508544,338025,8008-5
778715550,326963,8008-5
257173566,313455,8008-5
420441038,311594,8008-5
4152389600,302643,8008-5
461978142,293719,8008-5
2122472704,293710,8008-5
2790941888,285920,8008-5
3384300000,274044,8008-5
575554622,271546,8008-5
3703444064,271217,8008-5
585280718,270040,8008-5
985050062,265141,8008-5
986458158,258127,8008-5
3110966576,251995,8008-5
3617925040,242206,8008-5
3733574352,237040,8008-5
900240574,233592,8008-5
2431407502,233023,8008-5
611925214,232619,8008-5
948925822,232162,8008-5
1296478638,229963,8008-5
3539082416,229070,8008-5
3981739392,228984,8008-5
2436009214,228412,8008-5
1319979758,226205,8008-5
637315343,215571,8008-5
3851821168,215425,8008-5
2423564382,212218,8008-5
3384316496,211255,8008-5
237370974,203133,8008-5
1732374766,201337,8008-5
467487167,201011,8008-5
811128254,195242,8008-5
1057796062,192920,8008-5
1419005214,186625,8008-5
2830545040,185731,8008-5
3230946688,185611,8008-5
3376813952,180035,8008-5
991192014,171331,8008-5
3429558240,168871,8008-5
1210033838,168614,8008-5
2480474368,168008,8008-5
2406975406,165503,8008-5
2397903086,164744,8008-5
2437920606,164590,8008-5
386285790,160777,8008-5
266956991,157723,8008-5
1402737840,155631,8008-5
305443855,154484,8008-5
1104140240,153708,8008-5
4166091616,153390,8008-5
4097959648,152638,8008-5
2287971648,151770,8008-5
1036516720,147366,8008-5
4185339568,147076,8008-5
3798737856,145847,8008-5
2419354878,145600,8008-5
3242581312,145293,8008-5
1022069134,145269,8008-5
1428316094,142348,8008-5
335934575,138329,8008-5
190022367,135626,8008-5
2305434384,134970,8008-5
684656624,133239,8008-5
377692863,132533,8008-5
119246464,126074,8008-5
2042874544,125632,8008-5
2426758750,124593,8008-5
3907339376,122922,8008-5
2364789566,121338,8008-5
2363760766,119983,8008-5
2361167102,119107,8008-5
2349504912,118551,8008-5
1006642334,117279,8008-5
2396707550,116986,8008-5
2420226494,116623,8008-5
992693134,113676,8008-5
2313004640,113594,8008-5
3100559856,113301,8008-5
3518900096,112828,8008-5
1782034928,112364,8008-5
1120855310,110135,8008-5
2988913088,110095,8008-5
3840502544,109639,8008-5
938623454,107821,8008-5
963631406,107681,8008-5
3038440912,107559,8008-5
1011247358,106623,8008-5
1922267728,106244,8008-5
1597575744,105496,8008-5
854335328,104968,8008-5
3332850384,103918,8008-5
3713184208,101933,8008-5
4054790752,101246,8008-5
2935282912,100852,8008-5
971718958,100790,8008-5
841409822,100207,8008-5
3991913760,100130,8008-5
748665630,99908,8008-5
207929198,99680,8008-5
2816020336,98071,8008-5
2385603294,97556,8008-5
2790947376,96173,8008-5
1307455198,95379,8008-5
123715759,94840,8008-5
2430385198,94453,8008-5
1213347166,93618,8008-5
586700942,93616,8008-5
3679833600,93522,8008-5
4261571408,93035,8008-5
1039693278,92892,8008-5
2064898048,92386,8008-5
2353788670,91411,8008-5
2437246222,91179,8008-5
1003161598,89853,8008-5
992309774,88854,8008-5
1007928590,88535,8008-5
994787470,87615,8008-5
2423329518,87509,8008-5
2625945712,87423,8008-5
3559609248,87286,8008-5
385748462,86736,8008-5
962334478,85921,8008-5
94070079,85593,8008-5
939891790,85182,8008-5
219608014,85062,8008-5
962521278,84576,8008-5
2324453536,83806,8008-5
1069678654,83706,8008-5
1192064494,83613,8008-5
841705358,83409,8008-5
1043711470,83409,8008-5
1431662190,83249,8008-5
1391182878,82800,8008-5
1401352526,82722,8008-5
938463390,82235,8008-5
2493817808,82202,8008-5
2031788672,81915,8008-5
2336274446,81876,8008-5
1646543712,81833,8008-5
2417319934,81537,8008-5
2327196014,81256,8008-5
1859717264,81151,8008-5
2616683456,81136,8008-5
361853327,81053,8008-5
73454687,80461,8008-5
2315354318,80297,8008-5
184536367,79980,8008-5
3904620256,79848,8008-5
1039736846,79798,8008-5
1981544624,79719,8008-5
2884791520,79299,8008-5
1041555150,79148,8008-5
767149182,79096,8008-5
4092608032,78699,8008-5
4060914624,78535,8008-5
338654015,78446,8008-5
3927555104,78277,8008-5
1284413854,78257,8008-5
818561902,78225,8008-5
416070080,78197,8008-5
1819347904,78112,8008-5
2844255648,77691,8008-5
3735698064,77476,8008-5
1347370462,77010,8008-5
2517453424,76924,8008-5
2407116494,76886,8008-5
2341023838,76680,8008-5
1546387456,76525,8008-5
2526018864,76427,8008-5
1014828670,76413,8008-5
512660718,75858,8008-5
2027282512,75812,8008-5
1370801550,75436,8008-5
2436559614,75420,8008-5
1983613168,75095,8008-5
1353882174,74143,8008-5
3981944368,73423,8008-5
1051405870,64560,8001-ex
224092367,12345,2001-5
